,variable,value
18729,TotalCharges,4211.55
18730,TotalCharges,377.55
18731,TotalCharges,990.9
18732,TotalCharges,193.8
18733,TotalCharges,6058.95
18734,TotalCharges,964.9
18735,TotalCharges,790.15
18736,TotalCharges,2467.75
18737,TotalCharges,2322.85
18738,TotalCharges,7262.0
18739,TotalCharges,4854.3
18740,TotalCharges,7748.75
18741,TotalCharges,1914.9
18742,TotalCharges,6470.1
18743,TotalCharges,57.4
18744,TotalCharges,2019.8
18745,TotalCharges,5688.05
18746,TotalCharges,1522.7
18747,TotalCharges,1334.5
18748,TotalCharges,252.0
18749,TotalCharges,700.45
18750,TotalCharges,5655.45
18751,TotalCharges,6747.35
18752,TotalCharges,5265.1
18753,TotalCharges,5174.35
18754,TotalCharges,105.6
18755,TotalCharges,2271.85
18756,TotalCharges,2966.95
18757,TotalCharges,1772.25
18758,TotalCharges,61.15
18759,TotalCharges,494.95
18760,TotalCharges,44.45
18761,TotalCharges,5290.45
18762,TotalCharges,3346.8
18763,TotalCharges,5219.65
18764,TotalCharges,217.5
18765,TotalCharges,607.7
18766,TotalCharges,5431.4
18767,TotalCharges,6004.85
18768,TotalCharges,5957.9
18769,TotalCharges,5442.05
18770,TotalCharges,4370.25
18771,TotalCharges,4428.6
18772,TotalCharges,416.45
18773,TotalCharges,3067.2
18774,TotalCharges,6688.1
18775,TotalCharges,20.25
18776,TotalCharges,4224.7
18777,TotalCharges,74.35
18778,TotalCharges,4042.2
18779,TotalCharges,62.05
18780,TotalCharges,3580.95
18781,TotalCharges,1198.8
18782,TotalCharges,1755.35
18783,TotalCharges,3772.5
18784,TotalCharges,2877.95
18785,TotalCharges,357.7
18786,TotalCharges,1397.3
18787,TotalCharges,959.9
18788,TotalCharges,3182.95
18789,TotalCharges,3704.15
18790,TotalCharges,4620.4
18791,TotalCharges,8312.75
18792,TotalCharges,541.9
18793,TotalCharges,929.3
18794,TotalCharges,971.3
18795,TotalCharges,1285.05
18796,TotalCharges,1521.2
18797,TotalCharges,3389.25
18798,TotalCharges,1198.05
18799,TotalCharges,3414.65
18800,TotalCharges,162.45
18801,TotalCharges,754.0
18802,TotalCharges,467.15
18803,TotalCharges,216.9
18804,TotalCharges,373.0
18805,TotalCharges,245.2
18806,TotalCharges,481.1
18807,TotalCharges,302.75
18808,TotalCharges,1728.2
18809,TotalCharges,2964.05
18810,TotalCharges,2156.25
18811,TotalCharges,60.1
18812,TotalCharges,1051.9
18813,TotalCharges,78.95
18814,TotalCharges,5013.0
18815,TotalCharges,1738.9
18816,TotalCharges,2275.1
18817,TotalCharges,5511.65
18818,TotalCharges,98.5
18819,TotalCharges,1316.9
18820,TotalCharges,7993.3
18821,TotalCharges,19.85
18822,TotalCharges,1388.45
18823,TotalCharges,666.0
18824,TotalCharges,94.45
18825,TotalCharges,244.65
18826,TotalCharges,4134.7
18827,TotalCharges,2375.4
18828,TotalCharges,4862.5
18829,TotalCharges,2431.35
18830,TotalCharges,351.5
18831,TotalCharges,106.2
18832,TotalCharges,1413.0
18833,TotalCharges,1743.05
18834,TotalCharges,657.5
18835,TotalCharges,1050.5
18836,TotalCharges,426.35
18837,TotalCharges,4982.5
18838,TotalCharges,19.55
18839,TotalCharges,1451.9
18840,TotalCharges,7634.8
18841,TotalCharges,235.05
18842,TotalCharges,3116.15
18843,TotalCharges,71.1
18844,TotalCharges,2633.4
18845,TotalCharges,49.65
18846,TotalCharges,6979.8
18847,TotalCharges,4920.8
18848,TotalCharges,46.35
18849,TotalCharges,1021.8
18850,TotalCharges,5276.1
18851,TotalCharges,8289.2
18852,TotalCharges,2659.45
18853,TotalCharges,196.75
18854,TotalCharges,94.0
18855,TotalCharges,5824.75
18856,TotalCharges,1517.5
18857,TotalCharges,3479.05
18858,TotalCharges,7365.7
18859,TotalCharges,1331.05
18860,TotalCharges,1195.95
18861,TotalCharges,3946.9
18862,TotalCharges,4299.95
18863,TotalCharges,20.3
18864,TotalCharges,1424.95
18865,TotalCharges,193.6
18866,TotalCharges,620.55
18867,TotalCharges,4391.25
18868,TotalCharges,1993.8
18869,TotalCharges,2597.6
18870,TotalCharges,4213.9
18871,TotalCharges,19.9
18872,TotalCharges,5017.7
18873,TotalCharges,1052.35
18874,TotalCharges,4916.4
18875,TotalCharges,2959.8
18876,TotalCharges,7559.55
18877,TotalCharges,53.95
18878,TotalCharges,7133.1
18879,TotalCharges,1799.3
18880,TotalCharges,829.55
18881,TotalCharges,1312.15
18882,TotalCharges,1597.05
18883,TotalCharges,524.35
18884,TotalCharges,4191.45
18885,TotalCharges,711.95
18886,TotalCharges,2201.75
18887,TotalCharges,806.95
18888,TotalCharges,1620.45
18889,TotalCharges,6812.95
18890,TotalCharges,1837.9
18891,TotalCharges,69.8
18892,TotalCharges,7344.45
18893,TotalCharges,545.15
18894,TotalCharges,1500.25
18895,TotalCharges,2283.15
18896,TotalCharges,494.05
18897,TotalCharges,1376.5
18898,TotalCharges,755.4
18899,TotalCharges,825.4
18900,TotalCharges,488.65
18901,TotalCharges,2841.55
18902,TotalCharges,486.85
18903,TotalCharges,2075.1
18904,TotalCharges,5299.65
18905,TotalCharges,204.7
18906,TotalCharges,1356.3
18907,TotalCharges,5042.75
18908,TotalCharges,812.4
18909,TotalCharges,6605.55
18910,TotalCharges,2995.45
18911,TotalCharges,505.95
18912,TotalCharges,3509.4
18913,TotalCharges,6991.9
18914,TotalCharges,590.35
18915,TotalCharges,2789.7
18916,TotalCharges,137.95
18917,TotalCharges,1123.15
18918,TotalCharges,7953.25
18919,TotalCharges,349.8
18920,TotalCharges,1067.05
18921,TotalCharges,3527.3
18922,TotalCharges,3762.0
18923,TotalCharges,1248.9
18924,TotalCharges,3035.35
18925,TotalCharges,4300.8
18926,TotalCharges,6065.3
18927,TotalCharges,144.95
18928,TotalCharges,3233.6
18929,TotalCharges,5438.9
18930,TotalCharges,1081.45
18931,TotalCharges,2308.6
18932,TotalCharges,1882.8
18933,TotalCharges,3255.35
18934,TotalCharges,1067.65
18935,TotalCharges,2065.4
18936,TotalCharges,4136.4
18937,TotalCharges,221.9
18938,TotalCharges,3848.0
18939,TotalCharges,8022.85
18940,TotalCharges,173.15
18941,TotalCharges,781.25
18942,TotalCharges,4510.8
18943,TotalCharges,5317.8
18944,TotalCharges,4779.45
18945,TotalCharges,250.1
18946,TotalCharges,1745.2
18947,TotalCharges,74.9
18948,TotalCharges,4140.1
18949,TotalCharges,3670.5
18950,TotalCharges,1167.8
18951,TotalCharges,469.65
18952,TotalCharges,58.9
18953,TotalCharges,333.55
18954,TotalCharges,3171.15
18955,TotalCharges,74.7
18956,TotalCharges,1381.2
18957,TotalCharges,455.5
18958,TotalCharges,3645.5
18959,TotalCharges,1158.85
18960,TotalCharges,6954.15
18961,TotalCharges,1672.1
18962,TotalCharges,3152.5
18963,TotalCharges,4307.1
18964,TotalCharges,2530.4
18965,TotalCharges,6141.65
18966,TotalCharges,3186.7
18967,TotalCharges,1054.8
18968,TotalCharges,5430.65
18969,TotalCharges,849.9
18970,TotalCharges,151.75
18971,TotalCharges,299.4
18972,TotalCharges,1086.75
18973,TotalCharges,2692.75
18974,TotalCharges,1389.6
18975,TotalCharges,3767.4
18976,TotalCharges,3641.5
18977,TotalCharges,2535.55
18978,TotalCharges,35.75
18979,TotalCharges,6880.85
18980,TotalCharges,3753.2
18981,TotalCharges,637.55
18982,TotalCharges,181.6
18983,TotalCharges,5329.55
18984,TotalCharges,44.55
18985,TotalCharges,1539.8
18986,TotalCharges,2209.75
18987,TotalCharges,223.75
18988,TotalCharges,7751.7
18989,TotalCharges,1174.35
18990,TotalCharges,4385.05
18991,TotalCharges,2606.35
18992,TotalCharges,1539.45
18993,TotalCharges,18.9
18994,TotalCharges,1261.35
18995,TotalCharges,58.15
18996,TotalCharges,225.6
18997,TotalCharges,5969.3
18998,TotalCharges,253.9
18999,TotalCharges,400.0
19000,TotalCharges,340.85
19001,TotalCharges,2515.3
19002,TotalCharges,227.35
19003,TotalCharges,305.95
19004,TotalCharges,365.4
19005,TotalCharges,2357.75
19006,TotalCharges,198.5
19007,TotalCharges,554.25
19008,TotalCharges,90.85
19009,TotalCharges,69.4
19010,TotalCharges,742.95
19011,TotalCharges,251.65
19012,TotalCharges,5597.65
19013,TotalCharges,20.15
19014,TotalCharges,4816.7
19015,TotalCharges,768.05
19016,TotalCharges,1215.8
19017,TotalCharges,3522.65
19018,TotalCharges,1834.95
19019,TotalCharges,305.1
19020,TotalCharges,910.45
19021,TotalCharges,155.65
19022,TotalCharges,3656.25
19023,TotalCharges,52.0
19024,TotalCharges,150.85
19025,TotalCharges,389.25
19026,TotalCharges,1873.7
19027,TotalCharges,1261.0
19028,TotalCharges,108.7
19029,TotalCharges,7346.2
19030,TotalCharges,3708.4
19031,TotalCharges,469.65
19032,TotalCharges,44.1
19033,TotalCharges,1385.85
19034,TotalCharges,548.8
19035,TotalCharges,712.75
19036,TotalCharges,6405.0
19037,TotalCharges,1637.4
19038,TotalCharges,2536.55
19039,TotalCharges,6042.7
19040,TotalCharges,958.25
19041,TotalCharges,1730.65
19042,TotalCharges,459.6
19043,TotalCharges,201.95
19044,TotalCharges,285.2
19045,TotalCharges,6145.85
19046,TotalCharges,1529.45
19047,TotalCharges,4664.5
19048,TotalCharges,1740.7
19049,TotalCharges,552.95
19050,TotalCharges,3496.3
19051,TotalCharges,93.7
19052,TotalCharges,7053.35
19053,TotalCharges,301.55
19054,TotalCharges,312.7
19055,TotalCharges,1046.5
19056,TotalCharges,2960.1
19057,TotalCharges,834.2
19058,TotalCharges,6953.4
19059,TotalCharges,4134.85
19060,TotalCharges,899.8
19061,TotalCharges,541.5
19062,TotalCharges,116.85
19063,TotalCharges,7942.15
19064,TotalCharges,5321.25
19065,TotalCharges,4156.8
19066,TotalCharges,223.6
19067,TotalCharges,768.45
19068,TotalCharges,3765.05
19069,TotalCharges,2157.5
19070,TotalCharges,108.05
19071,TotalCharges,1391.65
19072,TotalCharges,1379.8
19073,TotalCharges,1273.3
19074,TotalCharges,810.45
19075,TotalCharges,1810.85
19076,TotalCharges,7782.85
19077,TotalCharges,70.3
19078,TotalCharges,1797.1
19079,TotalCharges,377.85
19080,TotalCharges,445.3
19081,TotalCharges,851.75
19082,TotalCharges,7624.2
19083,TotalCharges,355.1
19084,TotalCharges,575.45
19085,TotalCharges,906.85
19086,TotalCharges,1057.55
19087,TotalCharges,19.4
19088,TotalCharges,1388.75
19089,TotalCharges,1641.3
19090,TotalCharges,1375.15
19091,TotalCharges,152.7
19092,TotalCharges,185.2
19093,TotalCharges,195.05
19094,TotalCharges,1826.7
19095,TotalCharges,417.5
19096,TotalCharges,344.5
19097,TotalCharges,1660.0
19098,TotalCharges,2180.55
19099,TotalCharges,2835.9
19100,TotalCharges,45.15
19101,TotalCharges,2730.85
19102,TotalCharges,5437.1
19103,TotalCharges,20.2
19104,TotalCharges,6981.35
19105,TotalCharges,5794.45
19106,TotalCharges,747.2
19107,TotalCharges,1267.95
19108,TotalCharges,3674.95
19109,TotalCharges,1275.6
19110,TotalCharges,5893.9
19111,TotalCharges,724.65
19112,TotalCharges,1536.75
19113,TotalCharges,3615.6
19114,TotalCharges,607.3
19115,TotalCharges,4154.55
19116,TotalCharges,2184.35
19117,TotalCharges,1852.85
19118,TotalCharges,77.15
19119,TotalCharges,847.8
19120,TotalCharges,2390.45
19121,TotalCharges,1923.5
19122,TotalCharges,1493.2
19123,TotalCharges,338.1
19124,TotalCharges,3030.6
19125,TotalCharges,75.35
19126,TotalCharges,2184.85
19127,TotalCharges,1031.4
19128,TotalCharges,921.3
19129,TotalCharges,3875.4
19130,TotalCharges,3124.5
19131,TotalCharges,144.15
19132,TotalCharges,6689.0
19133,TotalCharges,1451.1
19134,TotalCharges,6368.2
19135,TotalCharges,3729.6
19136,TotalCharges,350.1
19137,TotalCharges,2847.2
19138,TotalCharges,452.35
19139,TotalCharges,1494.5
19140,TotalCharges,930.45
19141,TotalCharges,41.85
19142,TotalCharges,1272.05
19143,TotalCharges,475.1
19144,TotalCharges,673.1
19145,TotalCharges,208.7
19146,TotalCharges,150.75
19147,TotalCharges,3199.0
19148,TotalCharges,5844.65
19149,TotalCharges,2462.6
19150,TotalCharges,6263.8
19151,TotalCharges,3403.4
19152,TotalCharges,237.75
19153,TotalCharges,221.35
19154,TotalCharges,75.3
19155,TotalCharges,1672.1
19156,TotalCharges,7881.2
19157,TotalCharges,2320.8
19158,TotalCharges,370.5
19159,TotalCharges,4062.2
19160,TotalCharges,3043.7
19161,TotalCharges,2723.4
19162,TotalCharges,1081.25
19163,TotalCharges,4097.05
19164,TotalCharges,632.2
19165,TotalCharges,4042.3
19166,TotalCharges,164.85
19167,TotalCharges,8166.8
19168,TotalCharges,4113.7
19169,TotalCharges,3047.15
19170,TotalCharges,70.4
19171,TotalCharges,4193.4
19172,TotalCharges,3729.75
19173,TotalCharges,399.45
19174,TotalCharges,331.3
19175,TotalCharges,1964.6
19176,TotalCharges,1336.15
19177,TotalCharges,1147.45
19178,TotalCharges,486.05
19179,TotalCharges,1078.9
19180,TotalCharges,5925.75
19181,TotalCharges,7804.15
19182,TotalCharges,4747.2
19183,TotalCharges,1028.9
19184,TotalCharges,226.45
19185,TotalCharges,4364.1
19186,TotalCharges,4692.55
19187,TotalCharges,2433.9
19188,TotalCharges,1217.25
19189,TotalCharges,19.75
19190,TotalCharges,154.3
19191,TotalCharges,6382.55
19192,TotalCharges,7623.2
19193,TotalCharges,1261.45
19194,TotalCharges,89.25
19195,TotalCharges,86.05
19196,TotalCharges,6779.05
19197,TotalCharges,4345.0
19198,TotalCharges,82.85
19199,TotalCharges,1714.55
19200,TotalCharges,893.2
19201,TotalCharges,810.85
19202,TotalCharges,6347.55
19203,TotalCharges,1123.65
19204,TotalCharges,43.15
19205,TotalCharges,35.1
19206,TotalCharges,1388.0
19207,TotalCharges,3851.45
19208,TotalCharges,1743.5
19209,TotalCharges,2638.1
19210,TotalCharges,946.95
19211,TotalCharges,1114.85
19212,TotalCharges,1777.6
19213,TotalCharges,684.85
19214,TotalCharges,74.35
19215,TotalCharges,1312.45
19216,TotalCharges,159.2
19217,TotalCharges,610.2
19218,TotalCharges,404.35
19219,TotalCharges,69.65
19220,TotalCharges,6363.45
19221,TotalCharges,4124.65
19222,TotalCharges,713.1
19223,TotalCharges,950.75
19224,TotalCharges,19.65
19225,TotalCharges,505.95
19226,TotalCharges,1149.65
19227,TotalCharges,169.65
19228,TotalCharges,526.7
19229,TotalCharges,393.15
19230,TotalCharges,1147.0
19231,TotalCharges,3021.6
19232,TotalCharges,5718.2
19233,TotalCharges,191.35
19234,TotalCharges,4539.6
19235,TotalCharges,6397.6
19236,TotalCharges,280.4
19237,TotalCharges,2718.3
19238,TotalCharges,5711.05
19239,TotalCharges,3478.15
19240,TotalCharges,36.45
19241,TotalCharges,4133.95
19242,TotalCharges,2917.65
19243,TotalCharges,54.3
19244,TotalCharges,2964.8
19245,TotalCharges,2198.3
19246,TotalCharges,1189.9
19247,TotalCharges,1914.5
19248,TotalCharges,2001.5
19249,TotalCharges,5336.35
19250,TotalCharges,7238.6
19251,TotalCharges,7998.8
19252,TotalCharges,3825.85
19253,TotalCharges,5703.25
19254,TotalCharges,7397.0
19255,TotalCharges,164.6
19256,TotalCharges,6555.2
19257,TotalCharges,225.65
19258,TotalCharges,955.75
19259,TotalCharges,3382.3
19260,TotalCharges,2313.8
19261,TotalCharges,933.3
19262,TotalCharges,780.85
19263,TotalCharges,7852.4
19264,TotalCharges,3184.25
19265,TotalCharges,764.95
19266,TotalCharges,2763.0
19267,TotalCharges,1614.7
19268,TotalCharges,145.4
19269,TotalCharges,156.25
19270,TotalCharges,1604.5
19271,TotalCharges,270.15
19272,TotalCharges,20.6
19273,TotalCharges,1734.5
19274,TotalCharges,7047.5
19275,TotalCharges,573.15
19276,TotalCharges,1538.6
19277,TotalCharges,4459.8
19278,TotalCharges,7459.0
19279,TotalCharges,306.05
19280,TotalCharges,639.7
19281,TotalCharges,348.15
19282,TotalCharges,4533.9
19283,TotalCharges,5563.65
19284,TotalCharges,1587.55
19285,TotalCharges,40.25
19286,TotalCharges,842.9
19287,TotalCharges,4228.55
19288,TotalCharges,784.45
19289,TotalCharges,3729.75
19290,TotalCharges,1406.9
19291,TotalCharges,1857.3
19292,TotalCharges,7322.5
19293,TotalCharges,6725.5
19294,TotalCharges,3627.3
19295,TotalCharges,1761.45
19296,TotalCharges,1725.95
19297,TotalCharges,4192.15
19298,TotalCharges,1411.2
19299,TotalCharges,164.5
19300,TotalCharges,2724.6
19301,TotalCharges,264.55
19302,TotalCharges,4671.7
19303,TotalCharges,1173.55
19304,TotalCharges,318.5
19305,TotalCharges,7713.55
19306,TotalCharges,2471.25
19307,TotalCharges,7842.3
19308,TotalCharges,2227.8
19309,TotalCharges,4990.25
19310,TotalCharges,3744.05
19311,TotalCharges,7220.35
19312,TotalCharges,2351.45
19313,TotalCharges,2989.6
19314,TotalCharges,6077.75
19315,TotalCharges,4070.95
19316,TotalCharges,2479.05
19317,TotalCharges,2134.3
19318,TotalCharges,6000.1
19319,TotalCharges,2203.1
19320,TotalCharges,183.15
19321,TotalCharges,6194.1
19322,TotalCharges,638.95
19323,TotalCharges,2139.2
19324,TotalCharges,831.75
19325,TotalCharges,521.3
19326,TotalCharges,1337.5
19327,TotalCharges,7181.95
19328,TotalCharges,608.0
19329,TotalCharges,2560.1
19330,TotalCharges,577.6
19331,TotalCharges,5953.0
19332,TotalCharges,1790.15
19333,TotalCharges,2531.4
19334,TotalCharges,4760.3
19335,TotalCharges,292.85
19336,TotalCharges,953.65
19337,TotalCharges,198.0
19338,TotalCharges,5705.05
19339,TotalCharges,609.9
19340,TotalCharges,20.55
19341,TotalCharges,79.65
19342,TotalCharges,6993.65
19343,TotalCharges,4122.65
19344,TotalCharges,5762.95
19345,TotalCharges,1537.85
19346,TotalCharges,2603.3
19347,TotalCharges,5566.4
19348,TotalCharges,5431.9
19349,TotalCharges,2258.25
19350,TotalCharges,1092.35
19351,TotalCharges,6401.25
19352,TotalCharges,2812.2
19353,TotalCharges,80.05
19354,TotalCharges,2698.35
19355,TotalCharges,616.9
19356,TotalCharges,1912.85
19357,TotalCharges,849.1
19358,TotalCharges,3460.3
19359,TotalCharges,1465.75
19360,TotalCharges,90.1
19361,TotalCharges,5555.3
19362,TotalCharges,1278.8
19363,TotalCharges,2907.35
19364,TotalCharges,146.3
19365,TotalCharges,51.25
19366,TotalCharges,4952.95
19367,TotalCharges,4504.9
19368,TotalCharges,45.6
19369,TotalCharges,4520.15
19370,TotalCharges,267.35
19371,TotalCharges,2316.85
19372,TotalCharges,8075.35
19373,TotalCharges,2302.35
19374,TotalCharges,7251.9
19375,TotalCharges,2078.55
19376,TotalCharges,6225.4
19377,TotalCharges,1242.25
19378,TotalCharges,99.45
19379,TotalCharges,288.05
19380,TotalCharges,599.25
19381,TotalCharges,3462.1
19382,TotalCharges,853.0
19383,TotalCharges,934.1
19384,TotalCharges,2375.2
19385,TotalCharges,2813.05
19386,TotalCharges,1222.8
19387,TotalCharges,5293.2
19388,TotalCharges,6314.35
19389,TotalCharges,19.1
19390,TotalCharges,1003.05
19391,TotalCharges,1593.1
19392,TotalCharges,2509.95
19393,TotalCharges,3187.65
19394,TotalCharges,74.45
19395,TotalCharges,2345.2
19396,TotalCharges,3330.1
19397,TotalCharges,5522.7
19398,TotalCharges,2335.3
19399,TotalCharges,4798.4
19400,TotalCharges,8594.4
19401,TotalCharges,970.55
19402,TotalCharges,7665.8
19403,TotalCharges,3686.05
19404,TotalCharges,1115.15
19405,TotalCharges,2537.0
19406,TotalCharges,1393.6
19407,TotalCharges,89.35
19408,TotalCharges,4445.3
19409,TotalCharges,978.6
19410,TotalCharges,1258.15
19411,TotalCharges,331.35
19412,TotalCharges,291.4
19413,TotalCharges,453.75
19414,TotalCharges,84.75
19415,TotalCharges,1715.1
19416,TotalCharges,1715.15
19417,TotalCharges,1597.25
19418,TotalCharges,1250.1
19419,TotalCharges,3996.8
19420,TotalCharges,5215.1
19421,TotalCharges,235.5
19422,TotalCharges,673.2
19423,TotalCharges,1442.2
19424,TotalCharges,5639.05
19425,TotalCharges,5222.35
19426,TotalCharges,7291.75
19427,TotalCharges,799.65
19428,TotalCharges,50.8
19429,TotalCharges,424.5
19430,TotalCharges,249.4
19431,TotalCharges,4415.75
19432,TotalCharges,5270.6
19433,TotalCharges,144.55
19434,TotalCharges,2447.95
19435,TotalCharges,2884.9
19436,TotalCharges,3050.15
19437,TotalCharges,253.0
19438,TotalCharges,4517.25
19439,TotalCharges,436.2
19440,TotalCharges,118.4
19441,TotalCharges,19.9
19442,TotalCharges,3649.6
19443,TotalCharges,1200.15
19444,TotalCharges,255.6
19445,TotalCharges,2395.05
19446,TotalCharges,70.6
19447,TotalCharges,5083.55
19448,TotalCharges,389.6
19449,TotalCharges,644.5
19450,TotalCharges,523.5
19451,TotalCharges,39.3
19452,TotalCharges,989.05
19453,TotalCharges,2406.1
19454,TotalCharges,638.55
19455,TotalCharges,191.1
19456,TotalCharges,4524.05
19457,TotalCharges,4664.2
19458,TotalCharges,3470.8
19459,TotalCharges,6910.3
19460,TotalCharges,4014.2
19461,TotalCharges,1288.0
19462,TotalCharges,2277.65
19463,TotalCharges,6375.8
19464,TotalCharges,24.8
19465,TotalCharges,5251.75
19466,TotalCharges,1505.45
19467,TotalCharges,6903.1
19468,TotalCharges,913.3
19469,TotalCharges,5535.8
19470,TotalCharges,815.55
19471,TotalCharges,1411.65
19472,TotalCharges,5602.25
19473,TotalCharges,8244.3
19474,TotalCharges,741.5
19475,TotalCharges,4375.8
19476,TotalCharges,1008.7
19477,TotalCharges,5968.4
19478,TotalCharges,3096.9
19479,TotalCharges,3901.25
19480,TotalCharges,2613.4
19481,TotalCharges,853.1
19482,TotalCharges,5661.7
19483,TotalCharges,794.25
19484,TotalCharges,695.05
19485,TotalCharges,160.8
19486,TotalCharges,5552.05
19487,TotalCharges,3275.15
19488,TotalCharges,4236.6
19489,TotalCharges,54.5
19490,TotalCharges,1174.35
19491,TotalCharges,741.7
19492,TotalCharges,3019.25
19493,TotalCharges,962.9
19494,TotalCharges,4759.75
19495,TotalCharges,1498.35
19496,TotalCharges,1233.15
19497,TotalCharges,4882.8
19498,TotalCharges,5411.65
19499,TotalCharges,19.65
19500,TotalCharges,148.05
19501,TotalCharges,3930.55
19502,TotalCharges,6895.5
19503,TotalCharges,84.65
19504,TotalCharges,6856.95
19505,TotalCharges,2658.8
19506,TotalCharges,3766.2
19507,TotalCharges,69.55
19508,TotalCharges,129.55
19509,TotalCharges,347.25
19510,TotalCharges,581.7
19511,TotalCharges,354.05
19512,TotalCharges,929.45
19513,TotalCharges,679.0
19514,TotalCharges,3846.75
19515,TotalCharges,4480.7
19516,TotalCharges,44.35
19517,TotalCharges,499.4
19518,TotalCharges,1553.2
19519,TotalCharges,219.5
19520,TotalCharges,5311.85
19521,TotalCharges,586.05
19522,TotalCharges,2576.8
19523,TotalCharges,6435.25
19524,TotalCharges,1993.25
19525,TotalCharges,1923.85
19526,TotalCharges,939.8
19527,TotalCharges,84.6
19528,TotalCharges,3092.65
19529,TotalCharges,415.55
19530,TotalCharges,5986.55
19531,TotalCharges,5487.0
19532,TotalCharges,651.5
19533,TotalCharges,45.4
19534,TotalCharges,73.65
19535,TotalCharges,2405.05
19536,TotalCharges,4458.15
19537,TotalCharges,6856.45
19538,TotalCharges,50.75
19539,TotalCharges,4735.2
19540,TotalCharges,682.15
19541,TotalCharges,4525.8
19542,TotalCharges,321.05
19543,TotalCharges,335.65
19544,TotalCharges,1424.4
19545,TotalCharges,1748.55
19546,TotalCharges,474.9
19547,TotalCharges,668.4
19548,TotalCharges,926.25
19549,TotalCharges,1077.95
19550,TotalCharges,2541.25
19551,TotalCharges,46.0
19552,TotalCharges,1156.1
19553,TotalCharges,3694.45
19554,TotalCharges,382.8
19555,TotalCharges,1167.8
19556,TotalCharges,746.75
19557,TotalCharges,3912.9
19558,TotalCharges,368.85
19559,TotalCharges,20.2
19560,TotalCharges,1654.7
19561,TotalCharges,1940.85
19562,TotalCharges,221.7
19563,TotalCharges,1794.65
19564,TotalCharges,5289.8
19565,TotalCharges,501.2
19566,TotalCharges,6140.85
19567,TotalCharges,48.45
19568,TotalCharges,309.25
19569,TotalCharges,201.1
19570,TotalCharges,6179.35
19571,TotalCharges,2838.7
19572,TotalCharges,55.7
19573,TotalCharges,4589.85
19574,TotalCharges,3735.45
19575,TotalCharges,70.15
19576,TotalCharges,477.55
19577,TotalCharges,2553.7
19578,TotalCharges,1342.15
19579,TotalCharges,1216.35
19580,TotalCharges,7578.05
19581,TotalCharges,2603.95
19582,TotalCharges,42.7
19583,TotalCharges,6056.9
19584,TotalCharges,2983.65
19585,TotalCharges,689.35
19586,TotalCharges,2025.1
19587,TotalCharges,1747.2
19588,TotalCharges,4657.95
19589,TotalCharges,296.1
19590,TotalCharges,8016.6
19591,TotalCharges,81.1
19592,TotalCharges,433.5
19593,TotalCharges,20.55
19594,TotalCharges,6428.4
19595,TotalCharges,5883.85
19596,TotalCharges,1043.8
19597,TotalCharges,6252.9
19598,TotalCharges,1857.25
19599,TotalCharges,146.4
19600,TotalCharges,240.45
19601,TotalCharges,1724.15
19602,TotalCharges,315.3
19603,TotalCharges,429.55
19604,TotalCharges,356.15
19605,TotalCharges,488.25
19606,TotalCharges,55.7
19607,TotalCharges,1298.7
19608,TotalCharges,1378.75
19609,TotalCharges,973.45
19610,TotalCharges,384.25
19611,TotalCharges,8543.25
19612,TotalCharges,389.95
19613,TotalCharges,5731.85
19614,TotalCharges,20.65
19615,TotalCharges,4275.75
19616,TotalCharges,84.5
19617,TotalCharges,1924.1
19618,TotalCharges,669.85
19619,TotalCharges,5784.3
19620,TotalCharges,5166.2
19621,TotalCharges,4060.55
19622,TotalCharges,267.4
19623,TotalCharges,3532.85
19624,TotalCharges,4914.8
19625,TotalCharges,5315.8
19626,TotalCharges,69.85
19627,TotalCharges,775.6
19628,TotalCharges,5445.95
19629,TotalCharges,53.55
19630,TotalCharges,1007.8
19631,TotalCharges,833.55
19632,TotalCharges,6579.05
19633,TotalCharges,1004.5
19634,TotalCharges,7856.0
19635,TotalCharges,1183.05
19636,TotalCharges,2169.75
19637,TotalCharges,896.9
19638,TotalCharges,19.3
19639,TotalCharges,501.35
19640,TotalCharges,4126.35
19641,TotalCharges,49.65
19642,TotalCharges,2460.15
19643,TotalCharges,477.6
19644,TotalCharges,370.65
19645,TotalCharges,265.75
19646,TotalCharges,2424.45
19647,TotalCharges,1849.95
19648,TotalCharges,61.05
19649,TotalCharges,1698.55
19650,TotalCharges,1910.6
19651,TotalCharges,998.1
19652,TotalCharges,890.6
19653,TotalCharges,529.5
19654,TotalCharges,1383.6
19655,TotalCharges,493.4
19656,TotalCharges,48.6
19657,TotalCharges,1207.0
19658,TotalCharges,563.5
19659,TotalCharges,864.55
19660,TotalCharges,2109.35
19661,TotalCharges,701.05
19662,TotalCharges,2265.25
19663,TotalCharges,220.6
19664,TotalCharges,5749.8
19665,TotalCharges,2796.45
19666,TotalCharges,5165.7
19667,TotalCharges,5696.6
19668,TotalCharges,20.2
19669,TotalCharges,2076.05
19670,TotalCharges,44.2
19671,TotalCharges,215.25
19672,TotalCharges,1859.5
19673,TotalCharges,7470.1
19674,TotalCharges,229.5
19675,TotalCharges,2470.1
19676,TotalCharges,2092.9
19677,TotalCharges,5629.55
19678,TotalCharges,469.85
19679,TotalCharges,733.95
19680,TotalCharges,485.25
19681,TotalCharges,1244.5
19682,TotalCharges,20.05
19683,TotalCharges,3994.45
19684,TotalCharges,78.25
19685,TotalCharges,1131.5
19686,TotalCharges,184.05
